No,Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,CreditScore_value,Balance_Value,Tenure_term,Financial_Score,Financial_Profile
6201,2025,850,Germany,Female,31,3,51293,1,0,0,35535,0,30-45,High,Low-Balance,New,1.79,Low Value
6202,2025,612,France,Male,41,5,0,3,0,0,151256,0,30-45,Medium,Zero-Balance,Mid-Term,2.27,High Value
6203,2025,690,Spain,Male,49,8,116623,1,0,1,51011,0,46-60,Medium,High-Balance,Long-Term,1.81,Low Value
6204,2025,599,Spain,Female,49,2,0,2,1,0,111191,0,46-60,Low,Zero-Balance,New,1.78,Low Value
6205,2025,498,France,Male,33,1,198114,1,1,0,69664,0,30-45,Low,High-Balance,New,1.66,Low Value
6206,2025,497,France,Female,29,4,85647,1,0,0,63233,1,<30,Low,Low-Balance,Mid-Term,1.07,Low Value
6207,2025,802,Spain,Male,51,7,0,1,0,1,40856,0,46-60,High,Zero-Balance,Mid-Term,1.57,Low Value
6208,2025,644,France,Male,33,9,141235,1,1,0,95673,0,30-45,Medium,High-Balance,Long-Term,2.05,High Value
6209,2025,714,France,Male,34,10,0,2,1,1,80234,0,30-45,High,Zero-Balance,Long-Term,2.06,High Value
6210,2025,690,France,Female,40,9,77642,1,0,0,189052,1,30-45,Medium,Low-Balance,Long-Term,2.26,High Value
6211,2025,522,Spain,Male,30,3,0,2,1,0,145491,0,<30,Low,Zero-Balance,New,1.75,Low Value
6212,2025,502,Germany,Female,40,7,117304,1,0,0,196278,0,30-45,Low,High-Balance,Mid-Term,1.96,Low Value
6213,2025,730,Spain,Female,62,2,0,2,1,1,162889,0,60+,High,Zero-Balance,New,2.52,High Value
6214,2025,590,Germany,Male,36,6,92341,2,1,1,174668,0,30-45,Low,Low-Balance,Mid-Term,2.35,High Value
6215,2025,458,Germany,Male,35,9,146781,2,1,1,3476,0,30-45,Low,High-Balance,Long-Term,1.67,Low Value
6216,2025,553,Spain,Male,41,6,144975,1,1,1,19345,0,30-45,Low,High-Balance,Mid-Term,1.39,Low Value
6217,2025,479,France,Male,47,1,0,1,1,0,95271,0,46-60,Low,Zero-Balance,New,0.95,Low Value
6218,2025,693,France,Male,31,2,0,2,1,1,107759,0,30-45,Medium,Zero-Balance,New,2.12,High Value
6219,2025,707,Spain,Male,43,10,0,2,1,0,118368,0,30-45,High,Zero-Balance,Long-Term,2.23,High Value
6220,2025,636,Spain,Male,37,1,115137,1,1,0,52484,0,30-45,Medium,High-Balance,New,1.59,Low Value
6221,2025,807,France,Male,33,10,101953,2,1,0,178154,0,30-45,High,High-Balance,Long-Term,3.11,High Value
6222,2025,513,France,Female,45,0,164650,3,1,0,49916,1,30-45,Low,High-Balance,New,2.26,High Value
6223,2025,582,France,Male,31,2,0,2,1,1,33747,0,30-45,Low,Zero-Balance,New,1.33,Low Value
6224,2025,694,France,Male,32,0,91956,1,1,1,59962,0,30-45,Medium,Low-Balance,New,1.68,Low Value
6225,2025,777,France,Male,39,8,0,2,1,1,18614,0,30-45,High,Zero-Balance,Long-Term,1.91,Low Value
6226,2025,598,Germany,Male,32,9,123939,2,1,0,198894,0,30-45,Low,High-Balance,Long-Term,2.75,High Value
6227,2025,762,Germany,Male,46,6,123572,3,0,1,57014,1,46-60,High,High-Balance,Mid-Term,2.84,High Value
6228,2025,588,France,Female,34,3,120778,1,1,1,131730,0,30-45,Low,High-Balance,New,1.87,Low Value
6229,2025,663,Germany,Male,42,5,90249,1,1,1,79170,0,30-45,Medium,Low-Balance,Mid-Term,1.65,Low Value
6230,2025,777,France,Male,36,7,0,1,1,0,106472,0,30-45,High,Zero-Balance,Mid-Term,1.87,Low Value
6231,2025,592,France,Male,71,4,0,2,0,1,17014,0,60+,Low,Zero-Balance,Mid-Term,1.28,Low Value
6232,2025,631,Germany,Male,48,1,106396,1,1,1,150661,1,46-60,Medium,High-Balance,New,2,High Value
6233,2025,725,Germany,Female,47,1,104887,1,0,0,86623,1,46-60,High,High-Balance,New,2.01,High Value
6234,2025,850,France,Male,34,2,72080,1,1,1,115768,0,30-45,High,Low-Balance,New,2.22,High Value
6235,2025,540,France,Male,37,6,0,2,1,0,141999,0,30-45,Low,Zero-Balance,Mid-Term,1.77,Low Value
6236,2025,674,Spain,Male,36,2,0,2,1,1,182787,0,30-45,Medium,Zero-Balance,New,2.42,High Value
6237,2025,553,France,Male,38,3,99845,1,0,0,187916,0,30-45,Low,High-Balance,New,1.88,Low Value
6238,2025,630,France,Female,28,1,0,2,1,1,133268,0,<30,Medium,Zero-Balance,New,2,High Value
6239,2025,466,France,Male,26,3,156816,1,1,1,137476,0,<30,Low,High-Balance,New,1.91,Low Value
6240,2025,613,France,Male,47,6,146035,1,1,1,77146,0,46-60,Medium,High-Balance,Mid-Term,1.87,Low Value
6241,2025,558,France,Male,27,1,152283,1,1,0,183271,0,<30,Low,High-Balance,New,2.27,High Value
6242,2025,775,Germany,Female,33,1,118897,2,1,1,26362,0,30-45,High,High-Balance,New,2.44,High Value
6243,2025,698,Germany,Male,52,8,96781,1,1,1,153374,0,46-60,High,Low-Balance,Long-Term,2.2,High Value
6244,2025,608,Germany,Male,33,1,102773,2,1,0,70706,0,30-45,Low,High-Balance,New,1.96,Low Value
6245,2025,670,Spain,Female,20,4,0,2,1,0,119759,0,<30,Medium,Zero-Balance,Mid-Term,2.09,High Value
6246,2025,591,Spain,Male,39,8,0,2,0,0,42392,0,30-45,Low,Zero-Balance,Long-Term,1.4,Low Value
6247,2025,633,France,Male,40,4,150578,1,0,1,34671,1,30-45,Medium,High-Balance,Mid-Term,1.75,Low Value
6248,2025,678,France,Female,46,1,0,2,0,0,82106,0,46-60,Medium,Zero-Balance,New,1.93,Low Value
6249,2025,590,France,Male,47,3,0,2,1,0,171774,0,46-60,Low,Zero-Balance,New,2.05,High Value
6250,2025,705,France,Female,48,0,0,2,0,0,149773,0,46-60,High,Zero-Balance,New,2.38,High Value
6251,2025,608,France,Male,42,10,163548,1,1,0,38867,0,30-45,Low,High-Balance,Long-Term,1.73,Low Value
6252,2025,682,France,Female,37,8,148580,1,1,0,35179,0,30-45,Medium,High-Balance,Long-Term,1.94,Low Value
6253,2025,596,Germany,Male,32,3,96709,2,0,0,41788,0,30-45,Low,Low-Balance,New,1.73,Low Value
6254,2025,395,Germany,Female,34,5,106012,1,1,1,17377,1,30-45,Low,High-Balance,Mid-Term,0.91,Low Value
6255,2025,578,Germany,Male,37,1,135651,1,1,0,199428,0,30-45,Low,High-Balance,New,2.3,High Value
6256,2025,547,Germany,Male,55,4,111363,3,1,0,16922,1,46-60,Low,High-Balance,Mid-Term,1.83,Low Value
6257,2025,609,France,Male,37,1,39345,1,1,1,178292,1,30-45,Medium,Low-Balance,New,1.85,Low Value
6258,2025,774,Germany,Male,36,9,130810,1,1,0,152290,0,30-45,High,High-Balance,Long-Term,2.69,High Value
6259,2025,712,France,Female,27,2,133010,1,1,0,126809,0,<30,High,High-Balance,New,2.42,High Value
6260,2025,585,Germany,Female,28,9,135337,2,1,1,40386,0,<30,Low,High-Balance,Long-Term,2,High Value
6261,2025,666,France,Female,32,10,112537,2,1,1,34351,0,30-45,Medium,High-Balance,Long-Term,2.08,High Value
6262,2025,708,Spain,Female,35,8,122571,1,0,0,199006,0,30-45,High,High-Balance,Long-Term,2.67,High Value
6263,2025,513,France,Male,44,1,63562,2,0,1,52630,1,30-45,Low,Low-Balance,New,1.46,Low Value
6264,2025,445,France,Male,37,3,0,2,1,1,180012,0,30-45,Low,Zero-Balance,New,1.84,Low Value
6265,2025,690,Germany,Male,44,9,100369,2,0,0,35342,0,30-45,Medium,High-Balance,Long-Term,2.09,High Value
6266,2025,850,France,Male,37,6,0,2,1,0,109291,0,30-45,High,Zero-Balance,Mid-Term,2.46,High Value
6267,2025,537,Spain,Female,33,7,136082,1,1,0,62747,0,30-45,Low,High-Balance,Mid-Term,1.51,Low Value
6268,2025,705,Germany,Male,48,9,114169,1,0,0,173273,1,46-60,High,High-Balance,Long-Term,2.46,High Value
6269,2025,670,France,Female,45,5,47885,1,1,1,54340,0,30-45,Medium,Low-Balance,Mid-Term,1.46,Low Value
6270,2025,652,Spain,Female,36,1,0,2,1,1,19303,0,30-45,Medium,Zero-Balance,New,1.51,Low Value
6271,2025,696,Spain,Male,24,9,0,1,0,0,10884,0,<30,High,Zero-Balance,Long-Term,1.16,Low Value
6272,2025,747,France,Male,49,6,202905,1,1,1,17299,1,46-60,High,High-Balance,Mid-Term,2.17,High Value
6273,2025,511,France,Female,46,1,0,1,1,1,115779,1,46-60,Low,Zero-Balance,New,1.1,Low Value
6274,2025,743,Spain,Male,43,2,161807,2,0,1,93229,1,30-45,High,High-Balance,New,2.97,High Value
6275,2025,532,Germany,Male,52,3,110792,1,1,0,148705,1,46-60,Low,High-Balance,New,1.73,Low Value
6276,2025,642,Spain,Female,33,9,0,2,1,1,150475,0,30-45,Medium,Zero-Balance,Long-Term,2.14,High Value
6277,2025,554,Germany,Female,54,6,108755,1,1,0,40914,1,46-60,Low,High-Balance,Mid-Term,1.21,Low Value
6278,2025,604,Spain,Female,34,3,0,2,1,0,38588,0,30-45,Low,Zero-Balance,New,1.43,Low Value
6279,2025,602,France,Female,72,3,0,2,1,1,171261,0,60+,Low,Zero-Balance,New,2.09,High Value
6280,2025,757,Spain,Female,55,9,117294,4,1,0,94187,1,46-60,High,High-Balance,Long-Term,2.99,High Value
6281,2025,491,Germany,Male,26,4,102251,1,1,1,145901,0,<30,Low,High-Balance,Mid-Term,1.57,Low Value
6282,2025,850,France,Male,31,4,0,2,0,0,152298,0,30-45,High,Zero-Balance,Mid-Term,2.67,High Value
6283,2025,521,France,Male,22,5,0,2,1,1,99828,0,<30,Low,Zero-Balance,Mid-Term,1.52,Low Value
6284,2025,726,France,Male,37,2,132058,2,1,0,34744,0,30-45,High,High-Balance,New,2.47,High Value
6285,2025,596,France,Male,33,8,0,1,1,0,121189,1,30-45,Low,Zero-Balance,Long-Term,1.33,Low Value
6286,2025,850,Germany,Female,35,7,114285,1,0,1,129661,0,30-45,High,High-Balance,Mid-Term,2.53,High Value
6287,2025,637,France,Female,41,9,0,2,1,0,145477,0,30-45,Medium,Zero-Balance,Long-Term,2.09,High Value
6288,2025,690,Spain,Male,32,2,76088,1,0,1,151823,0,30-45,Medium,Low-Balance,New,2.07,High Value
6289,2025,689,France,Male,40,8,160272,1,1,0,49656,0,30-45,Medium,High-Balance,Long-Term,2.09,High Value
6290,2025,633,Spain,Male,63,4,114553,1,1,0,73856,1,60+,Medium,High-Balance,Mid-Term,1.68,Low Value
6291,2025,555,France,Female,27,8,102000,1,1,1,116757,0,<30,Low,High-Balance,Long-Term,1.55,Low Value
6292,2025,563,Spain,Male,24,7,0,2,0,0,16320,0,<30,Low,Zero-Balance,Mid-Term,1.19,Low Value
6293,2025,494,France,Female,33,1,137853,1,0,1,90274,0,30-45,Low,High-Balance,New,1.59,Low Value
6294,2025,534,France,Male,27,9,0,2,1,0,161344,0,<30,Low,Zero-Balance,Long-Term,1.85,Low Value
6295,2025,696,Germany,Male,42,7,162319,1,1,0,121062,0,30-45,High,High-Balance,Mid-Term,2.48,High Value
6296,2025,535,Spain,Female,50,1,140293,3,0,0,69531,1,46-60,Low,High-Balance,New,2.3,High Value
6297,2025,600,France,Male,34,0,0,2,0,1,3756,0,30-45,Low,Zero-Balance,New,1.24,Low Value
6298,2025,807,France,Female,34,1,0,1,0,0,114448,0,30-45,High,Zero-Balance,New,1.95,Low Value
6299,2025,714,France,Female,52,2,0,1,0,1,144045,1,46-60,High,Zero-Balance,New,1.9,Low Value
6300,2025,590,France,Male,24,7,126432,1,1,0,58781,0,<30,Low,High-Balance,Mid-Term,1.55,Low Value
6301,2025,614,France,Female,41,3,123475,1,1,1,179228,0,30-45,Medium,High-Balance,New,2.22,High Value
6302,2025,766,Germany,Female,45,6,97653,1,1,0,127332,0,30-45,High,High-Balance,Mid-Term,2.27,High Value
6303,2025,557,Spain,Male,42,4,0,2,0,1,86642,0,30-45,Low,Zero-Balance,Mid-Term,1.53,Low Value
6304,2025,788,Germany,Female,49,4,137456,1,1,0,184178,1,46-60,High,High-Balance,Mid-Term,2.92,High Value
6305,2025,648,France,Female,38,2,0,2,0,1,9551,0,30-45,Medium,Zero-Balance,New,1.45,Low Value
6306,2025,726,Germany,Female,33,7,99046,2,1,1,56053,0,30-45,High,High-Balance,Mid-Term,2.3,High Value
6307,2025,773,France,Male,33,9,0,2,1,1,1118,0,30-45,High,Zero-Balance,Long-Term,1.81,Low Value
6308,2025,583,Germany,Male,27,4,105907,2,1,1,195732,0,<30,Low,High-Balance,Mid-Term,2.53,High Value
6309,2025,565,Germany,Male,52,5,97720,2,1,0,175071,1,46-60,Low,High-Balance,Mid-Term,2.31,High Value
6310,2025,705,France,Male,25,9,0,2,0,1,112331,0,<30,High,Zero-Balance,Long-Term,2.19,High Value
6311,2025,685,Spain,Male,43,4,97392,2,1,0,43957,0,30-45,Medium,High-Balance,Mid-Term,2.09,High Value
6312,2025,741,France,Male,29,8,0,2,1,1,115995,0,<30,High,Zero-Balance,Long-Term,2.32,High Value
6313,2025,658,Germany,Female,28,9,152813,1,1,0,166683,0,<30,Medium,High-Balance,Long-Term,2.53,High Value
6314,2025,575,France,Male,27,3,139302,1,1,0,99844,0,<30,Low,High-Balance,New,1.82,Low Value
6315,2025,844,France,Female,41,10,76320,1,1,1,141175,1,30-45,High,Low-Balance,Long-Term,2.34,High Value
6316,2025,559,Spain,Male,67,9,125919,1,1,0,175911,1,60+,Low,High-Balance,Long-Term,2.05,High Value
6317,2025,725,France,Male,37,6,124348,2,0,1,176984,0,30-45,High,High-Balance,Mid-Term,3.12,High Value
6318,2025,450,France,Male,29,7,117200,1,1,1,43481,0,<30,Low,High-Balance,Mid-Term,1.14,Low Value
6319,2025,738,Germany,Female,57,9,148385,1,0,0,155047,1,46-60,High,High-Balance,Long-Term,2.73,High Value
6320,2025,642,Germany,Female,19,3,113905,1,1,1,176137,0,<30,Medium,High-Balance,New,2.23,High Value
6321,2025,618,Spain,Male,32,5,133476,1,0,1,154843,0,30-45,Medium,High-Balance,Mid-Term,2.2,High Value
6322,2025,590,France,Male,47,0,117879,1,1,1,8214,0,46-60,Low,High-Balance,New,1.23,Low Value
6323,2025,735,France,Male,50,2,0,2,0,1,147076,0,46-60,High,Zero-Balance,New,2.46,High Value
6324,2025,550,France,Male,34,8,122360,1,0,0,116496,0,30-45,Low,High-Balance,Long-Term,1.7,Low Value
6325,2025,729,Spain,Female,28,0,0,2,1,1,31165,1,<30,High,Zero-Balance,New,1.85,Low Value
6326,2025,743,Germany,Male,59,5,108585,1,1,1,192127,1,46-60,High,High-Balance,Mid-Term,2.62,High Value
6327,2025,555,France,Male,31,8,145876,1,1,0,137491,0,30-45,Low,High-Balance,Long-Term,2,High Value
6328,2025,667,Spain,Female,36,3,121543,2,1,1,186842,0,30-45,Medium,High-Balance,New,2.93,High Value
6329,2025,790,Spain,Female,41,7,109509,1,0,0,86776,0,30-45,High,High-Balance,Mid-Term,2.2,High Value
6330,2025,727,Germany,Male,34,2,146407,1,1,1,72074,0,30-45,High,High-Balance,New,2.27,High Value
6331,2025,744,France,Female,39,6,0,1,0,0,10663,0,30-45,High,Zero-Balance,Mid-Term,1.31,Low Value
6332,2025,629,Germany,Male,35,8,112331,1,1,1,91001,0,30-45,Medium,High-Balance,Long-Term,1.74,Low Value
6333,2025,619,France,Female,35,4,90413,1,1,1,20555,0,30-45,Medium,Low-Balance,Mid-Term,1.19,Low Value
6334,2025,634,France,Male,34,8,105303,1,1,1,123165,0,30-45,Medium,High-Balance,Long-Term,1.86,Low Value
6335,2025,608,Spain,Female,35,6,0,2,1,1,143463,0,30-45,Low,Zero-Balance,Mid-Term,1.97,Low Value
6336,2025,507,France,Female,35,1,0,2,0,0,92132,0,30-45,Low,Zero-Balance,New,1.45,Low Value
6337,2025,536,Germany,Female,35,4,121520,1,0,0,77178,0,30-45,Low,High-Balance,Mid-Term,1.46,Low Value
6338,2025,730,Spain,Female,43,1,103960,1,1,1,193650,0,30-45,High,High-Balance,New,2.56,High Value
6339,2025,583,Germany,Male,39,8,102945,1,0,0,52862,0,30-45,Low,High-Balance,Long-Term,1.3,Low Value
6340,2025,644,France,Female,24,8,92761,1,1,0,35897,0,<30,Medium,Low-Balance,Long-Term,1.37,Low Value
6341,2025,790,Spain,Male,37,8,0,2,1,1,149418,0,30-45,High,Zero-Balance,Long-Term,2.59,High Value
6342,2025,807,Germany,Female,40,1,134590,1,1,1,46254,0,30-45,High,High-Balance,New,2.23,High Value
6343,2025,581,France,Female,37,10,104255,1,1,0,86609,0,30-45,Low,High-Balance,Long-Term,1.48,Low Value
6344,2025,627,Spain,Female,55,6,0,1,0,0,91944,1,46-60,Medium,Zero-Balance,Mid-Term,1.3,Low Value
6345,2025,850,France,Male,41,3,0,2,1,0,128892,0,30-45,High,Zero-Balance,New,2.55,High Value
6346,2025,754,France,Female,35,4,0,2,1,0,44831,0,30-45,High,Zero-Balance,Mid-Term,1.99,High Value
6347,2025,551,Germany,Male,50,1,121400,1,0,1,84508,1,46-60,Low,High-Balance,New,1.53,Low Value
6348,2025,637,Germany,Male,35,8,147128,2,1,1,84761,0,30-45,Medium,High-Balance,Long-Term,2.49,High Value
6349,2025,699,Spain,Male,31,8,125928,2,1,0,147661,0,30-45,High,High-Balance,Long-Term,2.9,High Value
6350,2025,542,France,Female,25,7,0,2,0,1,82393,0,<30,Low,Zero-Balance,Mid-Term,1.47,Low Value
6351,2025,640,Germany,Male,48,1,111599,1,0,1,135996,0,46-60,Medium,High-Balance,New,2,High Value
6352,2025,553,France,Female,27,3,0,2,0,0,159800,0,<30,Low,Zero-Balance,New,1.89,Low Value
6353,2025,741,France,Male,38,9,0,2,1,0,14379,0,30-45,High,Zero-Balance,Long-Term,1.81,Low Value
6354,2025,598,France,Male,35,8,114213,1,1,1,74323,0,30-45,Low,High-Balance,Long-Term,1.55,Low Value
6355,2025,660,Spain,Female,42,5,0,3,1,1,189016,1,30-45,Medium,Zero-Balance,Mid-Term,2.64,High Value
6356,2025,618,Spain,Male,41,4,115252,1,0,0,136436,0,30-45,Medium,High-Balance,Mid-Term,1.95,Low Value
6357,2025,647,France,Male,43,9,0,2,1,1,78488,0,30-45,Medium,Zero-Balance,Long-Term,1.79,Low Value
6358,2025,491,France,Female,68,3,107572,1,0,1,113696,0,60+,Low,High-Balance,New,1.45,Low Value
6359,2025,652,France,Female,32,2,0,2,1,0,54628,0,30-45,Medium,Zero-Balance,New,1.69,Low Value
6360,2025,650,Germany,Female,45,9,152367,3,1,0,150835,1,30-45,Medium,High-Balance,Long-Term,3.15,High Value
6361,2025,413,Germany,Male,39,1,130970,2,1,1,158892,0,30-45,Low,High-Balance,New,2.32,High Value
6362,2025,416,Germany,Female,25,0,97739,2,1,1,160523,0,<30,Low,High-Balance,New,2.05,High Value
6363,2025,629,Spain,Male,34,8,0,2,1,1,180595,0,30-45,Medium,Zero-Balance,Long-Term,2.23,High Value
6364,2025,678,Spain,Female,40,4,113794,1,1,0,16619,0,30-45,Medium,High-Balance,Mid-Term,1.57,Low Value
6365,2025,527,Spain,Male,28,6,128396,2,1,0,79920,0,<30,Low,High-Balance,Mid-Term,2,High Value
6366,2025,743,Spain,Female,48,5,118208,2,0,0,186489,1,46-60,High,High-Balance,Mid-Term,3.16,High Value
6367,2025,683,Germany,Male,73,9,124730,1,1,1,52000,0,60+,Medium,High-Balance,Long-Term,1.86,Low Value
6368,2025,536,France,Female,41,9,0,1,1,0,121299,0,30-45,Low,Zero-Balance,Long-Term,1.17,Low Value
6369,2025,663,Spain,Male,52,0,136299,1,1,0,144593,1,46-60,Medium,High-Balance,New,2.34,High Value
6370,2025,646,France,Female,38,2,0,2,0,0,178753,0,30-45,Medium,Zero-Balance,New,2.29,High Value
6371,2025,707,France,Male,35,2,0,3,1,1,94148,0,30-45,High,Zero-Balance,New,2.35,High Value
6372,2025,602,France,Male,34,5,0,2,1,1,77414,0,30-45,Low,Zero-Balance,Mid-Term,1.62,Low Value
6373,2025,635,France,Female,47,2,125725,2,1,0,63237,0,46-60,Medium,High-Balance,New,2.22,High Value
6374,2025,597,France,Male,67,2,0,2,0,1,108646,0,60+,Low,Zero-Balance,New,1.76,Low Value
6375,2025,503,France,Male,38,1,0,2,1,1,95153,0,30-45,Low,Zero-Balance,New,1.47,Low Value
6376,2025,524,Spain,Female,64,5,0,1,1,0,136080,1,60+,Low,Zero-Balance,Mid-Term,1.22,Low Value
6377,2025,700,France,Male,46,5,95873,1,1,0,98273,1,46-60,High,Low-Balance,Mid-Term,1.92,Low Value
6378,2025,692,France,Male,33,9,0,1,1,0,113506,1,30-45,Medium,Zero-Balance,Long-Term,1.66,Low Value
6379,2025,562,France,Male,37,2,0,1,0,1,52525,1,30-45,Low,Zero-Balance,New,0.88,Low Value
6380,2025,679,France,Male,37,7,74260,1,1,0,194618,0,30-45,Medium,Low-Balance,Mid-Term,2.23,High Value
6381,2025,603,Germany,Male,35,1,123408,1,1,0,152542,1,30-45,Low,High-Balance,New,2.05,High Value
6382,2025,720,Spain,Male,33,3,123784,2,1,1,142903,0,30-45,High,High-Balance,New,2.93,High Value
6383,2025,797,France,Male,24,5,0,2,1,0,182258,0,<30,High,Zero-Balance,Mid-Term,2.76,High Value
6384,2025,594,France,Male,36,6,153880,1,0,0,135432,0,30-45,Low,High-Balance,Mid-Term,2.14,High Value
6385,2025,529,France,Female,31,7,0,2,1,1,175698,0,30-45,Low,Zero-Balance,Mid-Term,1.91,Low Value
6386,2025,606,Germany,Female,32,1,106302,2,0,1,59061,0,30-45,Low,High-Balance,New,1.92,Low Value
6387,2025,621,Spain,Female,40,7,0,2,0,1,131284,1,30-45,Medium,Zero-Balance,Mid-Term,1.96,Low Value
6388,2025,513,France,Female,43,9,0,2,1,0,152500,0,30-45,Low,Zero-Balance,Long-Term,1.77,Low Value
6389,2025,753,Germany,Male,44,3,138076,1,1,0,15523,1,30-45,High,High-Balance,New,2.01,High Value
6390,2025,605,France,Female,30,9,135422,1,0,1,186419,0,<30,Low,High-Balance,Long-Term,2.32,High Value
6391,2025,574,Spain,Female,37,7,0,2,1,0,32262,0,30-45,Low,Zero-Balance,Mid-Term,1.3,Low Value
6392,2025,726,France,Female,38,5,126876,1,1,0,128052,0,30-45,High,High-Balance,Mid-Term,2.42,High Value
6393,2025,611,Spain,Female,28,3,96382,2,1,0,181419,0,<30,Medium,Low-Balance,New,2.48,High Value
6394,2025,593,Germany,Female,41,4,119703,2,1,1,109783,0,30-45,Low,High-Balance,Mid-Term,2.25,High Value
6395,2025,466,Germany,Male,41,2,152102,2,1,0,181880,0,30-45,Low,High-Balance,New,2.59,High Value
6396,2025,741,Germany,Female,36,0,127675,2,1,0,74260,0,30-45,High,High-Balance,New,2.67,High Value
6397,2025,684,Germany,Female,44,2,133777,2,0,1,49865,0,30-45,Medium,High-Balance,New,2.41,High Value
6398,2025,550,Spain,Female,33,9,72788,1,1,1,103608,0,30-45,Low,Low-Balance,Long-Term,1.33,Low Value
6399,2025,593,Spain,Male,26,9,76227,1,1,0,167565,0,<30,Low,Low-Balance,Long-Term,1.78,Low Value
6400,2025,601,Germany,Male,48,9,163631,1,0,1,41816,1,46-60,Low,High-Balance,Long-Term,1.72,Low Value
6401,2025,676,Spain,Female,30,5,0,2,0,0,179067,0,<30,Medium,Zero-Balance,Mid-Term,2.41,High Value
6402,2025,556,France,Female,46,10,0,2,0,0,109184,0,46-60,Low,Zero-Balance,Long-Term,1.64,Low Value
6403,2025,719,France,Male,36,3,155423,1,1,1,199841,0,30-45,High,High-Balance,New,2.94,High Value
6404,2025,850,Germany,Male,55,0,98711,1,1,1,83617,1,46-60,High,High-Balance,New,2.17,High Value
6405,2025,649,Spain,Female,49,2,0,1,1,0,84864,1,46-60,Medium,Zero-Balance,New,1.35,Low Value
6406,2025,509,Spain,Male,41,7,126684,1,0,1,114776,0,30-45,Low,High-Balance,Mid-Term,1.65,Low Value
6407,2025,684,France,Male,33,4,140701,1,1,0,103558,0,30-45,Medium,High-Balance,Mid-Term,2.25,High Value
6408,2025,806,Germany,Male,30,8,168079,1,1,0,85028,1,<30,High,High-Balance,Long-Term,2.59,High Value
6409,2025,729,Spain,Male,44,4,107727,2,1,0,153065,0,30-45,High,High-Balance,Mid-Term,2.87,High Value
6410,2025,683,France,Female,33,9,0,2,1,1,38784,0,30-45,Medium,Zero-Balance,Long-Term,1.73,Low Value
6411,2025,689,Spain,Female,63,1,0,2,1,1,186526,0,60+,Medium,Zero-Balance,New,2.5,High Value
6412,2025,672,Germany,Female,21,1,35742,1,1,0,28790,0,<30,Medium,Low-Balance,New,1.34,Low Value
6413,2025,602,Germany,Female,53,5,98269,1,0,1,45038,1,46-60,Low,High-Balance,Mid-Term,1.29,Low Value
6414,2025,739,France,Female,20,4,133801,1,0,1,150246,0,<30,High,High-Balance,Mid-Term,2.62,High Value
6415,2025,618,France,Female,21,2,125683,1,0,0,57762,0,<30,Medium,High-Balance,New,1.64,Low Value
6416,2025,674,France,Female,42,9,0,2,1,0,4293,0,30-45,Medium,Zero-Balance,Long-Term,1.53,Low Value
6417,2025,762,France,Male,26,6,130429,1,1,0,173366,0,<30,High,High-Balance,Mid-Term,2.76,High Value
6418,2025,790,Spain,Male,37,6,0,2,1,1,119484,0,30-45,High,Zero-Balance,Mid-Term,2.44,High Value
6419,2025,754,Spain,Female,27,8,0,2,0,0,121821,0,<30,High,Zero-Balance,Long-Term,2.38,High Value
6420,2025,729,France,Male,44,6,0,2,1,0,151733,0,30-45,High,Zero-Balance,Mid-Term,2.46,High Value
6421,2025,606,Germany,Female,47,0,137138,2,0,1,53784,0,46-60,Low,High-Balance,New,2.15,High Value
6422,2025,616,France,Male,23,8,73113,1,1,1,62733,0,<30,Medium,Low-Balance,Long-Term,1.33,Low Value
6423,2025,772,France,Male,47,9,152347,1,0,1,17672,0,46-60,High,High-Balance,Long-Term,2.14,High Value
6424,2025,652,Spain,Male,41,8,115145,1,1,0,188905,0,30-45,Medium,High-Balance,Long-Term,2.34,High Value
6425,2025,743,France,Male,43,5,0,2,0,0,113079,1,30-45,High,Zero-Balance,Mid-Term,2.31,High Value
6426,2025,793,France,Male,39,3,137818,1,0,0,83998,0,30-45,High,High-Balance,New,2.43,High Value
6427,2025,743,Spain,Male,45,7,157332,1,1,0,125424,0,30-45,High,High-Balance,Mid-Term,2.64,High Value
6428,2025,746,France,Male,37,2,0,2,1,0,143194,0,30-45,High,Zero-Balance,New,2.47,High Value
6429,2025,627,Germany,Female,39,5,124587,1,1,0,93133,1,30-45,Medium,High-Balance,Mid-Term,1.84,Low Value
6430,2025,713,Spain,Male,38,6,116981,2,0,1,76038,0,30-45,High,High-Balance,Mid-Term,2.51,High Value
6431,2025,678,Spain,Female,40,3,128398,1,1,0,168658,0,30-45,Medium,High-Balance,New,2.46,High Value
6432,2025,540,Spain,Male,39,1,0,1,0,1,108419,0,30-45,Low,Zero-Balance,New,1.12,Low Value
6433,2025,615,Germany,Female,33,3,137657,2,1,1,171658,0,30-45,Medium,High-Balance,New,2.78,High Value
6434,2025,415,Spain,Male,53,5,167259,1,1,1,22357,0,46-60,Low,High-Balance,Mid-Term,1.33,Low Value
6435,2025,628,France,Female,45,8,0,2,1,0,193903,0,30-45,Medium,Zero-Balance,Long-Term,2.29,High Value
6436,2025,700,France,Male,26,4,119010,1,1,0,141926,0,<30,High,High-Balance,Mid-Term,2.33,High Value
6437,2025,623,Germany,Male,33,2,80002,1,1,1,104080,0,30-45,Medium,Low-Balance,New,1.58,Low Value
